APR,AIRE,REGIONE,STATO_ESTERO,DATA_INS,DATA_AGG
0,4,"EMILIA ROMAGNA","BOSNIA-ERZEGOVINA",2022-07-28 11:27:31.0,2022-07-28 11:27:31.0
0,3,"LIGURIA","REPUBBLICA POPOLARE CINESE",2022-07-28 11:27:31.0,2022-07-28 11:27:31.0
0,6,"EMILIA ROMAGNA","LUSSEMBURGO",2022-07-28 11:27:31.0,2022-07-28 11:27:31.0
0,12,"EMILIA ROMAGNA","REPUBBLICA POPOLARE CINESE",2022-07-28 11:27:31.0,2022-07-28 11:27:31.0
0,2,"EMILIA ROMAGNA","BANGLADESH",2022-07-28 11:27:31.0,2022-07-28 11:27:31.0
0,1,"CAMPANIA","IGNOTO",2022-07-28 11:27:31.0,2022-07-28 11:27:31.0
0,1,"PIEMONTE","CANADA",2022-07-28 11:27:31.0,2022-07-28 11:27:31.0
0,1,"EMILIA ROMAGNA","BIELORUSSIA",2022-07-28 11:27:31.0,2022-07-28 11:27:31.0
0,2,"EMILIA ROMAGNA","KENYA",2022-07-28 11:27:31.0,2022-07-28 11:27:31.0
0,2,"EMILIA ROMAGNA","OMAN",2022-07-28 11:27:31.0,2022-07-28 11:27:31.0
0,1,"EMILIA ROMAGNA","ISLANDA",2022-07-28 11:27:31.0,2022-07-28 11:27:31.0
0,1,"EMILIA ROMAGNA","IRLANDA",2022-07-28 11:27:31.0,2022-07-28 11:27:31.0
0,1,"EMILIA ROMAGNA","CUBA",2022-07-28 11:27:31.0,2022-07-28 11:27:31.0
0,1,"EMILIA ROMAGNA","BELIZE",2022-07-28 11:27:31.0,2022-07-28 11:27:31.0
0,1,"EMILIA ROMAGNA","STATI FEDERATI DI MICRONESIA",2022-07-28 11:27:31.0,2022-07-28 11:27:31.0MESE,ANNO,ATTIVITA,STATO,IDSOGGETTO,REGIONE,STATO_ESTERO,TIPO_SCHEDA,NUMERO,DATA_INS,DATA_AGG
2,2022,"VISURA",,265097,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2022,"VISURA",,266446,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2022,"VISURA",,265744,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
10,2021,"VISURA",,267986,"EMILIA ROMAGNA","FRANCIA","AIRE",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
10,2021,"VISURA",,267987,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"VISURA",,268082,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"VISURA",,265865,"EMILIA ROMAGNA",,"APR",3,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
3,2022,"VISURA",,268905,"EMILIA ROMAGNA",,"APR",4,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
3,2022,"VISURA",,248725,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2022,"VISURA",,246633,"EMILIA ROMAGNA",,"APR",8,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2021,"VISURA",,268582,"EMILIA ROMAGNA",,"APR",13,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
10,2021,"VISURA",,250710,"EMILIA ROMAGNA",,"APR",10,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"VISURA",,265473,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"VISURA",,268882,"EMILIA ROMAGNA",,"APR",25,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2022,"VISURA",,268905,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
7,2021,"VISURA",,265473,"EMILIA ROMAGNA",,"APR",28,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
10,2021,"VISURA",,242507,"EMILIA ROMAGNA","REGNO UNITO","AIRE",16,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
2,2022,"VISURA",,248464,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
6,2022,"VISURA",,270565,"EMILIA ROMAGNA",,"APR",5,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2022,"VISURA",,265097,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"VISURA",,268622,"EMILIA ROMAGNA",,"APR",7,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"VISURA",,266446,"EMILIA ROMAGNA",,"APR",3,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
10,2021,"VISURA",,268882,"EMILIA ROMAGNA",,"APR",35,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"VISURA",,270262,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2022,"VISURA",,272107,"EMILIA ROMAGNA",,"APR",6,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"VISURA",,249882,"EMILIA ROMAGNA","FRANCIA","AIRE",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"VISURA",,248522,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
2,2022,"VISURA",,270643,"EMILIA ROMAGNA",,"APR",3,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"VISURA",,242507,"EMILIA ROMAGNA","REGNO UNITO","AIRE",7,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
12,2021,"VISURA",,248725,"EMILIA ROMAGNA",,"APR",6,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
2,2022,"VISURA",,270404,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"VISURA",,267983,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
10,2021,"VISURA",,261864,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"VISURA",,247547,"EMILIA ROMAGNA","SVIZZERA","AIRE",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
8,2021,"VISURA",,265865,"EMILIA ROMAGNA",,"APR",3,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
6,2021,"VISURA",,246633,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
3,2022,"VISURA",,251422,"EMILIA ROMAGNA","FRANCIA","AIRE",5,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
10,2021,"VISURA",,270282,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"VISURA",,267985,"EMILIA ROMAGNA",,"APR",3,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"VISURA",,242507,"EMILIA ROMAGNA","REGNO UNITO","AIRE",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"VISURA",,266322,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
12,2021,"VISURA",,270725,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"VISURA",,266443,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"VISURA",,267882,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2021,"VISURA",,268246,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
9,2021,"VISURA",,267985,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
9,2021,"VISURA",,268689,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
10,2021,"VISURA",,270204,"EMILIA ROMAGNA","ANTIGUA E BARBUDA","AIRE",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"VISURA",,246596,"EMILIA ROMAGNA","GERUSALEMME","AIRE",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"VISURA",,268688,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
10,2021,"VISURA",,264949,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
3,2022,"VISURA",,247610,"EMILIA ROMAGNA","SVIZZERA","AIRE",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
3,2022,"VISURA",,257461,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2022,"VISURA",,248725,"EMILIA ROMAGNA",,"APR",31,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2022,"VISURA",,247446,"LAZIO","ISOLE FALKLAND","AIRE",21,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2022,"VISURA",,267986,"EMILIA ROMAGNA","FRANCIA","AIRE",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
6,2022,"VISURA",,242507,"EMILIA ROMAGNA","REGNO UNITO","AIRE",4,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"VISURA",,268582,"EMILIA ROMAGNA",,"APR",27,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
10,2021,"VISURA",,265585,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
6,2021,"VISURA",,242507,"EMILIA ROMAGNA","REGNO UNITO","AIRE",12,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"VISURA",,268882,"EMILIA ROMAGNA",,"APR",13,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
10,2021,"VISURA",,270202,"EMILIA ROMAGNA","ANTIGUA E BARBUDA","AIRE",4,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"VISURA",,261864,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"VISURA",,268884,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
3,2022,"VISURA",,245187,"EMILIA ROMAGNA",,"APR",6,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2021,"VISURA",,242507,"EMILIA ROMAGNA","REGNO UNITO","AIRE",3,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
2,2022,"VISURA",,266443,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2021,"VISURA",,268883,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"VISURA",,270723,"EMILIA ROMAGNA",,"APR",15,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"VISURA",,266044,"EMILIA ROMAGNA",,"APR",28,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
8,2021,"VISURA",,246633,"EMILIA ROMAGNA",,"APR",5,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
10,2021,"VISURA",,268689,"EMILIA ROMAGNA",,"APR",15,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"VISURA",,267902,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
10,2021,"VISURA",,246633,"EMILIA ROMAGNA",,"APR",3,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
10,2021,"VISURA",,266446,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2022,"VISURA",,266446,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
10,2021,"VISURA",,267902,"EMILIA ROMAGNA",,"APR",3,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
8,2021,"VISURA",,268689,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"VISURA",,268905,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"VISURA",,251108,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"VISURA",,271067,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
7,2021,"VISURA",,259061,"VALLE D'AOSTA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
3,2022,"VISURA",,271387,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
9,2021,"VISURA",,266443,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
10,2021,"VISURA",,265865,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
10,2021,"VISURA",,265473,"EMILIA ROMAGNA",,"APR",60,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
7,2022,"VISURA",,248725,"EMILIA ROMAGNA",,"APR",14,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2022,"VISURA",,242507,"EMILIA ROMAGNA","REGNO UNITO","AIRE",13,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
8,2021,"VISURA",,265473,"EMILIA ROMAGNA",,"APR",29,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2022,"VISURA",,266443,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2022,"VISURA",,268882,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2022,"VISURA",,248725,"EMILIA ROMAGNA",,"APR",4,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
8,2021,"VISURA",,268883,"EMILIA ROMAGNA",,"APR",9,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
2,2022,"VISURA",,266562,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
9,2021,"VISURA",,265473,"EMILIA ROMAGNA",,"APR",9,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2022,"VISURA",,268882,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
10,2021,"VISURA",,266523,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"VISURA",,270564,"EMILIA ROMAGNA",,"APR",4,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2022,"VISURA",,246555,"EMILIA ROMAGNA",,"APR",5,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"VISURA",,247610,"EMILIA ROMAGNA","SVIZZERA","AIRE",3,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"VISURA",,248725,"EMILIA ROMAGNA",,"APR",3,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
7,2021,"VISURA",,268883,"EMILIA ROMAGNA",,"APR",6,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2021,"VISURA",,246633,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
2,2022,"VISURA",,266446,"EMILIA ROMAGNA",,"APR",5,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
6,2022,"VISURA",,267983,"EMILIA ROMAGNA",,"APR",5,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
7,2021,"VISURA",,268882,"EMILIA ROMAGNA",,"APR",5,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"VISURA",,268689,"EMILIA ROMAGNA",,"APR",4,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"VISURA",,266443,"EMILIA ROMAGNA",,"APR",13,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2021,"VISURA",,268882,"EMILIA ROMAGNA",,"APR",5,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
3,2022,"VISURA",,268883,"EMILIA ROMAGNA",,"APR",3,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"VISURA",,265526,"EMILIA ROMAGNA",,"APR",3,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
10,2021,"VISURA",,246625,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"VISURA",,251108,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"VISURA",,270362,"EMILIA ROMAGNA",,"APR",3,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"VISURA",,267987,"EMILIA ROMAGNA",,"APR",5,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"VISURA",,257461,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
3,2022,"VISURA",,270563,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2022,"VISURA",,270404,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
7,2022,"VISURA",,257461,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"VISURA",,268926,"LOMBARDIA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
9,2021,"VISURA",,246633,"EMILIA ROMAGNA",,"APR",3,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"VISURA",,265473,"EMILIA ROMAGNA",,"APR",71,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"VISURA",,267985,"EMILIA ROMAGNA",,"APR",13,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2021,"VISURA",,266443,"EMILIA ROMAGNA",,"APR",22,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
6,2022,"VISURA",,243543,"LAZIO","SVIZZERA","AIRE",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"VISURA",,248725,"EMILIA ROMAGNA",,"APR",4,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"VISURA",,242507,"EMILIA ROMAGNA","REGNO UNITO","AIRE",3,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
2,2022,"VISURA",,268882,"EMILIA ROMAGNA",,"APR",7,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"VISURA",,270643,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
10,2021,"VISURA",,246731,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"VISURA",,254485,"EMILIA ROMAGNA","FRANCIA","AIRE",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
7,2022,"VISURA",,248727,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
7,2022,"VISURA",,270565,"EMILIA ROMAGNA",,"APR",3,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
8,2021,"VISURA",,268882,"EMILIA ROMAGNA",,"APR",8,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2022,"VISURA",,270565,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"VISURA",,268883,"EMILIA ROMAGNA",,"APR",11,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"VISURA",,268623,"EMILIA ROMAGNA",,"APR",4,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2022,"VISURA",,270564,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"VISURA",,268689,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
3,2022,"VISURA",,242507,"EMILIA ROMAGNA","REGNO UNITO","AIRE",6,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
10,2021,"VISURA",,270266,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"VISURA",,271047,"EMILIA ROMAGNA",,"APR",4,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
12,2021,"VISURA",,248726,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
6,2021,"VISURA",,268883,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2021,"VISURA",,268584,"EMILIA ROMAGNA",,"APR",4,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"VISURA",,270563,"EMILIA ROMAGNA",,"APR",5,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
2,2022,"VISURA",,265585,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2021,"VISURA",,268822,"EMILIA ROMAGNA",,"APR",3,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2022,"VISURA",,270564,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
7,2021,"VISURA",,251282,"EMILIA ROMAGNA","FRANCIA","AIRE",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
9,2021,"VISURA",,265865,"EMILIA ROMAGNA",,"APR",5,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
12,2021,"VISURA",,270562,"EMILIA ROMAGNA",,"APR",10,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
3,2022,"VISURA",,268583,"EMILIA ROMAGNA","BURKINA FASO","AIRE",4,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
3,2022,"VISURA",,269243,"EMILIA ROMAGNA",,"APR",4,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
3,2022,"VISURA",,268882,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
3,2022,"VISURA",,270562,"EMILIA ROMAGNA",,"APR",7,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2021,"VISURA",,267987,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"VISURA",,270565,"EMILIA ROMAGNA",,"APR",4,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"VISURA",,270843,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"VISURA",,270564,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
2,2022,"VISURA",,270602,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
6,2022,"VISURA",,257461,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
10,2021,"VISURA",,254861,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
6,2021,"VISURA",,265473,"EMILIA ROMAGNA",,"APR",14,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
10,2021,"VISURA",,267042,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
3,2022,"VISURA",,270564,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
3,2022,"VISURA",,265473,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
3,2022,"VISURA",,269827,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"VISURA",,270404,"EMILIA ROMAGNA",,"APR",5,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
7,2022,"VISURA",,242507,"EMILIA ROMAGNA","REGNO UNITO","AIRE",14,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
2,2022,"VISURA",,242507,"EMILIA ROMAGNA","REGNO UNITO","AIRE",11,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2022,"VISURA",,270562,"EMILIA ROMAGNA",,"APR",9,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
7,2022,"VISURA",,270562,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2022,"VISURA",,246633,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
6,2021,"VISURA",,265865,"EMILIA ROMAGNA",,"APR",3,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"VISURA",,270562,"EMILIA ROMAGNA",,"APR",21,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
12,2021,"VISURA",,266443,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
2,2022,"VISURA",,248725,"EMILIA ROMAGNA",,"APR",6,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2021,"VISURA",,266446,"EMILIA ROMAGNA",,"APR",3,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"VISURA",,268625,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
10,2021,"VISURA",,268883,"EMILIA ROMAGNA",,"APR",4,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"VISURA",,249464,"EMILIA ROMAGNA","FRANCIA","AIRE",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
11,2021,"VISURA",,268883,"EMILIA ROMAGNA",,"APR",7,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2022,"VISURA",,269226,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2022,"VISURA",,268582,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
7,2021,"VISURA",,266446,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2022,"VISURA",,265865,"EMILIA ROMAGNA",,"APR",2,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
5,2022,"VISURA",,259643,"EMILIA ROMAGNA","ALBANIA","AIRE",6,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
12,2021,"VISURA",,270563,"EMILIA ROMAGNA",,"APR",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"VISURA",,268582,"EMILIA ROMAGNA",,"APR",5,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
1,2022,"VISURA",,268583,"EMILIA ROMAGNA","BURKINA FASO","AIRE",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
4,2021,"VISURA",,259643,"EMILIA ROMAGNA","ALBANIA","AIRE",1,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
6,2022,"VISURA",,246555,"EMILIA ROMAGNA",,"APR",3,2022-08-03 10:07:20.0,2022-08-03 10:07:20.0
